number,polling_station_code,polling_station_name,constituency,district,region,source
21050,F050603,NANA WIREDU MEM SCH BOGOBIRI 1,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21051,F050604,NANA WIREDU MEM SCH BOGOBIRI 2,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21052,F050605,INT. CENTRAL GOSPEL CH. BOGOBIRI,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21053,F050701,CHRIST REVIVAL CHURCH 1,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21054,F050702,CHRIST REVIVAL CHURCH 2,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21055,F050703A,BAPTIST CHURCH NKANPROM,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21056,F050703B,BAPTIST CHURCH NKANPROM,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21057,F050704,DURBAR GROUNDS NKANPROM 1,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21058,F050705,DURBAR GROUNDS NKANPROM 2,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21059,F050801,ISLAMIC SCHOOL GAUSO 1,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21060,F050802,ISLAMIC SCHOOL GAUSO 2,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21061,F050803,FREEEMAN INT?L SCH GAUSO 1,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21062,F050804,FREEEMAN INT?L SCH GAUSO 2,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21063,F050805,MARKET SQUARE GAUSO 1,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21064,F050806,MARKET SQUARE GAUSO 2,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21065,F050807,MOSQUE GAUSO,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21066,F050901A,HOUSE OF POWER CHURCH MENSAKROM,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21067,F050901B,HOUSE OF POWER CHURCH MENSAKROM,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21068,F050902,HOLY CHILD PREP. SCHOOL MENSAKROM,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21069,F050903,COVENANT HOUSE CHAPEL RIDGE,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21070,F050904A,ENNIFIL INT SCH GAUSO EXTENSION 1,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21071,F050904B,ENNIFIL INT SCH GAUSO EXTENSION 1,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21072,F050905A,ENNIFIL INT SCH GAUSO EXTENSION 2,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21073,F050905B,ENNIFIL INT SCH GAUSO EXTENSION 2,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21074,F051001A,ADMIN BLK ?O? SEC TECH 1,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21075,F051001B,ADMIN BLK ?O? SEC TECH 1,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21076,F051002,ADMIN BLK ?O? SEC TECH 2,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21077,F051003,ADMIN BLK 2 ?O? SEC TECH 1,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21078,F051004,ADMIN BLK 2 ?O? SEC TECH 2,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21079,F051005,SCIENCE BLK ?O? SEC TECH,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21080,F051006,JUST LOVE INT SCHOOL ABANKROM 1,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21081,F051007,JUST LOVE INT SCHOOL ABANKROM 2,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21082,F051101,ST JUDE HOSPITAL BIDIESO 1,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21083,F051102,ST JUDE HOSPITAL BIDIESO 2,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21084,F051103,M/A PRIM SCH BEDIESO,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21085,F051104,M/A JHS BEDIESO,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21086,F051105,CMB SHED MANGOASE 1,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21087,F051106,CMB SHED MANGOASE 2,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21088,F051107,SAM BUACHE MEM SCH KULAM,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21089,F051201,BAPTIST CHURCH OLD ESTATE 1,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21090,F051202,BAPTIST CHURCH OLD ESTATE 2,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21091,F051203,PRESBY JHS OLD ESTATE 1,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21092,F051204,PRESBY JHS OLD ESTATE 2,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21093,F051205,HOUSING CORP OFFICE NEW ESTATE,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21094,F051206,HOUSING CORP CLINIC 1,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21095,F051207,HOUSING CORP CLINIC 2,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21096,F051208,TOP HILL NEW ESTATE,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21097,F051301,CHIEF PALACE ABOMPEKROM 1,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21098,F051302,CHIEF PALACE ABOMPEKROM 2,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21099,F051303A,NEIBOURHOOD HOSP ABOMPEKROM 1,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21100,F051303B,NEIBOURHOOD HOSP ABOMPEKROM 1,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21101,F051304A,NEIBOURHOOD HOSP ABOMPEKROM 2,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21102,F051304B,NEIBOURHOOD HOSP ABOMPEKROM 2,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21103,F051305,SARAH DWAAH MEM. SCHOOL MENSEM,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21104,F051401A,PENTECOST CHURCH KOKOTEASUA,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21105,F051401B,PENTECOST CHURCH KOKOTEASUA,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21106,F051402,HEALING CH. OF SALVATION KOKOTEASUA,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21107,F051403,MARKET SQUARE KOKOTEASUA,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21108,F051404,HOLY FAMILY SCH KOKOTEASUA,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21109,F051405,DEEPER LIFE CHURCH KOKOTEASUA,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21110,F051501,ANGLICAN SCH NEW NSUTA 1,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21111,F051502,ANGLICAN SCH NEW NSUTA 2,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21112,F051503,SALVATION SCH NEW NSUTA 1,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21113,F051504,SALVATION SCH NEW NSUTA 2,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21114,F051505,PRESBY PRIM (A) NEW NSUTA,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21115,F051506,PRESBY PRIM (B) NEW NSUTA,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21116,F051507,WOODWORK CENTRE NEW NSUTA,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21117,F051601,PRISONS CANTEEN EMUYE 1,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21118,F051602,PRISONS CANTEEN EMUYE 2,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21119,F051603,PRISONS CANTEEN EMUYE 3,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21120,F051604,QUEEN EGYIMA INT SCH AUNTIE BEA 1,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21121,F051605,QUEEN EGYIMA INT SCH AUNTIE BEA 2,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21122,F051701,ST THOMAS CATH PRIM SCH ZONGO 1,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21123,F051702,ST THOMAS CATH PRIM SCH ZONGO 2,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21124,F051703,ISLAMIC RESEARCH CENTRE,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21125,F051801,TOWN HALL OBUASI 1,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21126,F051802,TOWN HALL OBUASI 2,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21127,F051803,OSA BUS STOP OBUASI,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21128,F051804,DAY CARE CENTRE OBUASI,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21129,F051805,CIRCUIT COURT OBUASI,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21130,F051901,METH JHS ANTOBOASE 1,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21131,F051902,METH JHS ANTOBOASE 2,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21132,F051903,OLD COUNCIL OFFICE ANTOBOASE,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21133,F051904,OLD COUNCIL HALL ANTOBOASE,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21134,F051905,AGA PAY OFFICE ONYINASE,OBUASI WEST,OBUASI MUNICIPAL,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21135,F060101,MAGISTRATE COURT GD II. WAWASI,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21136,F060102,HOSPITAL MAIN GATE AGA/CLUB 10. WAWASI 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21137,F060103,HOSPITAL MAIN GATE AGA/CLUB 10. WAWASI 2,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21138,F060201,ST. JOSEPH PRIM SCH. WAWASI,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21139,F060202,CENTRAL MOSQUE. WAWASI,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21140,F060203,DURBAR GROUNDS. WAWASI,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21141,F060301,SNR STAFF QRTS. PTP 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21142,F060302,SNR STAFF QRTS. PTP 2,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21143,F060303,ST. JOSEPH JHS 3. WAWASI,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21144,F060304,DAY CARE CENTRE. WAWASI,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21145,F060305,MOINSY VALLEY. PTP,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21146,F060401,SDA CHURCH. ANYIMADUKROM 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21147,F060402,SDA CHURCH. ANYIMADUKROM 2,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21148,F060403,PADMORE JHS. KWABRAFOSO,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21149,F060501,BLACK STAR HOTEL. KWABRAFOSO,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21150,F060502,ADANSI HIGH INT SCH. KWABRAFOSO,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21151,F060601,L/A PRIM SCH(P2). KWABRAFOSO 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21152,F060602,L/A PRIM SCH(P2). KWABRAFOSO 2,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21153,F060603,L/A PRIM SCH(P6). KWABRAFOSO,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21154,F060701A,JOHN TAYLOR CHURCH. SAMPSONKROM,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21155,F060701B,JOHN TAYLOR CHURCH. SAMPSONKROM,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21156,F060702A,ST. PHILIP INT SCH. SAMPSONKROM,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21157,F060702B,ST. PHILIP INT SCH. SAMPSONKROM,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21158,F060801,METH UPPER. NKWADUM 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21159,F060802,METH UPPER. NKWADUM 2,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21160,F060803,METH JHS. NKWADUM 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21161,F060804,METH JHS. NKWADUM 2,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21162,F060805,ANAMON HYIREN INTL. SCH. TUTUKA,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21163,F060806,CENTRAL MOSQUE. TUTUKA,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21164,F060901,APATASI. SIKAFOAMANTEM 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21165,F060902,APATASI. SIKAFOAMANTEM 2,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21166,F060903,SISALA HUT. SIKAFOAMANTEM 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21167,F060904,SISALA HUT. SIKAFOAMANTEM 2,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21168,F060905,BRYANT MISSION SCHOOL. ABOAGYEKROM 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21169,F060906,BRYANT MISSION SCHOOL. ABOAGYEKROM 2,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21170,F061001,R/C PRIM SCH. DIAWUOSO,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21171,F061002,METH PRI SCH. JIMISO KAKRABA,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21172,F061003,M/A PRIM SCH. AYIASE,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21173,F061004,M/A JHS. ODUMASI 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21174,F061005,M/A JHS. ODUMASI 2,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21175,F061006,M/A PRIM SCHOOL. ODUMASI 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21176,F061007,M/A PRIM SCHOOL. ODUMASI 2,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21177,F061101,M/A JHS. HASONYEWODEA 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21178,F061102,M/A JHS. HASONYEWODEA 2,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21179,F061103,M/A PRIM SCH. HASONYEWODEA 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21180,F061104,M/A PRIM SCH. HASONYEWODEA 2,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21181,F061105,M/A PRIM SCH. KWAMEDUAKROM,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21182,F061201,AWUDU SALAMI HOUSE. TIATIASO 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21183,F061202,AWUDU SALAMI HOUSE. TIATIASO 2,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21184,F061203,KOO-KWANKYE. TIATIASO 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21185,F061204,KOO-KWANKYE. TIATIASO 2,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21186,F061301,PIPE LINE. BOETE 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21187,F061302,PIPE LINE. BOETE 2,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21188,F061303,PIPE LINE. BOETE 3,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21189,F061304,FIRE SERVICE STATION. BOETE,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21190,F061305,MARKET SQUARE. BOETE 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21191,F061306,MARKET SQUARE. BOETE 2,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21192,F061307,GENERAL SPEARS UPPER PRIM. BOETE,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21193,F061308,M/A JHS. BOETE,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21194,F061309,GENERAL SPEARS LOWER PRIM. BOETE,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21195,F061401,NANA PEPERAH INT SCH. BRAHABEBOME,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21196,F061402,JITA ACADEMY. BRAHABEBOME 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21197,F061403,JITA ACADEMY. BRAHABEBOME 2,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21198,F061404,INDEPENDENCE PRIM SCH. BRAHABEBOME 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21199,F061405,INDEPENDENCE PRIM SCH. BRAHABEBOME 2,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21200,F061406,INDEPENDENCE PRIM SCH. BRAHABEBOME 3,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21201,F061407,INDEPENDENCE JHS. BRAHABEBOME 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21202,F061408,INDEPENDENCE JHS. BRAHABEBOME 2,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21203,F061409,ATO PLANS 1. BRAHABEBOME,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21204,F061410,ATO PLANS 2. BRAHABEBOME,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21205,F061501,LOW COST. BRAHABEBOME 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21206,F061502,LOW COST. BRAHABEBOME 2,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21207,F061503A,BOSSMAN. (NEW AKAP) EXT 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21208,F061503B,BOSSMAN. (NEW AKAP) EXT 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21209,F061504A,BOSSMAN. (NEW AKAP) EXT 2,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21210,F061504B,BOSSMAN. (NEW AKAP) EXT 2,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21211,F061505A,PENTECOST CHURCH. AKAPORISO,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21212,F061505B,PENTECOST CHURCH. AKAPORISO,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21213,F061601,R/C CHURCH. AKAPORISO 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21214,F061602,R/C CHURCH. AKAPORISO 2,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21215,F061603,ST. CYRIL ANGLICAN SCH. AKAPORISO,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21216,F061604,MARKET SQUARE. AKAPORISO 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21217,F061605,MARKET SQUARE. AKAPORISO 2,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21218,F061606,MOZAMA DISCO CHURCH. AKAPORISO 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21219,F061607,MOZAMA DISCO CHURCH. AKAPORISO 2,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21220,F061608,ABUSCO INT SCH. AKAPORISO 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21221,F061609,ABUSCO INT SCH. AKAPORISO 2,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21222,F061610,LOVELY HOME ACADEMY. AKAPORISO NEW SITE,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21223,F061611,TRANSFORMER STATION. AKAPORISO NEW SITE,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21224,F061612A,CHRIST THE KING SHS. AKAPORISO,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21225,F061612B,CHRIST THE KING SHS. AKAPORISO,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
21226,F061701,DAY CARE CENTRE. POMPOSO 1,OBUASI EAST,OBUASI EAST,ASHANTI,Ghana Electoral Commission 2024 Polling Stations
